'Name'	'Set'	'Number'	'Rarity'	'Type'	'Keywords'	'Color'	'Cost'	'Req'	'Power'	'Boosted'	'Points'	'Problem Req'	'Color'	'Problem Req'	'Color'	'Opponent Req'	'Text'
'Dark Dank Dungeon'	'Canterlot Nights'	175	'U'	'Problem'							3	4	'Yellow'	3	'White'	9	'When a player confronts this Problem, that player puts one of their Friends here into its  owner''s hand. '
'Goof Off'	'Canterlot Nights'	176	'C'	'Problem'							1	2	'Pink'	2	'NonPink'	5	'Starting Problem. This card''s owner may exhaust their Mane Character at a Problem to  look at the top card of that Problem''s deck and may put that card on the bottom of that  deck. '
'Frown Town'	'Canterlot Nights'	177	'U'	'Problem'							2	4	'Pink'	3	'NonPink'	8	'When a player confronts this Problem, that player reveals the top card of their deck. If it''s  a Friend, they put it into their hand. Otherwise, they put it in the discard pile. '
'Fruit Bat Roundup'	'Canterlot Nights'	178	'R'	'Problem'							1	2	'Orange'	1	'NonOrange'	4	'When this Problem enters play, each player discards a card for each action token they  have. '
'Greeting Lots of Folks With Clout'	'Canterlot Nights'	179	'C'	'Problem'							1	2	'Purple'	1	'NonPurple'	4	'Main Phase: Pay [1 action] to move your opponent’s Mane Character here. Any player  may activate this ability. '
'Hungry Hungry House Guest'	'Canterlot Nights'	180	'C'	'Problem'							1	2	'Yellow'	1	'NonYellow'	4	'Friends with Resources on them can''t be moved here. '
'Impress the Inspector'	'Canterlot Nights'	181	'U'	'Problem'							2	4	'Purple'	3	'Blue'	9	'The first time a player plays a Friend here each turn, that player may ready another  Friend here. '
'Lost in the Crystal Caves'	'Canterlot Nights'	182	'U'	'Problem'							2	4	'Purple'	3	'NonPurple'	8	'When a player confronts this Problem, that player moves a character here home. '
'Out of Control'	'Canterlot Nights'	183	'C'	'Problem'							1	2	'Orange'	1	'NonOrange'	4	'When this Problem is solved, dismiss a random Friend here. '
'Royal Dress Rehearsal'	'Canterlot Nights'	184	'U'	'Problem'							1	2	'White'	1	'NonWhite'	4	'Friends without Resources on them can''t be moved here. '
'Social Obligations'	'Canterlot Nights'	185	'U'	'Problem'							1	2	'White'	2	'NonWhite'	5	'Starting Problem. When this card''s owner wins a faceoff involving their Mane Character,  that player may exhaust that Mane Character to score an additional point. '
'Storming the Villain''s Lair'	'Canterlot Nights'	186	'C'	'Problem'							1	2	'Blue'	1	'NonBlue'	4	'When a Troublemaker is played here, its controller may pay [2 actions] to uncover it. '
'Threat Against Canterlot'	'Canterlot Nights'	187	'U'	'Problem'							2	4	'Orange'	3	'NonOrange'	8	'Once this Problem has been confronted, Troublemakers can''t be played here. '
'Too Many Pinkie Pies'	'Canterlot Nights'	188	'R'	'Problem'							2	2	'Pink'	1	'NonPink'	4	'Problem Faceoff: Any player with a character involved in a Problem faceoff here may  move a character here from another Problem. '
'Princess Luna, Dream Catcher'	'Canterlot Nights'	189	'UR'	'Mane'	'[Alicorn] Alicorn, Royalty'	'Purple'			1	2							'Front: Home Limit 4. Main Phase: Pay [3 actions] to turn this card over. Back: Home  Limit 4<P>When this side of the card is turned face up, you may search your deck for an  Event, reveal it, put it into your hand, and shuffle your deck.<P>At the start of your Main  Phase, you may reveal the top card of your deck. If you do, reveal a card from your hand.  If the printed power of the card from your hand is greater, put the card revealed from  your deck into your hand and turn this card over. '
'Princess Celestia, Equestrian Leader'	'Canterlot Nights'	190	'UR'	'Mane'	'[Alicorn] Alicorn, Royalty'	'Yellow'			1	3							'Front: Home Limit 4<P>Main Phase: Pay [3 actions] to turn this card over. Back: Home  Limit 4<P>When this side of the card is turned face up, you may ready a  Resource.<P>Main Phase: Retire one of your Resources to add its power to one of your  [yellow] Friends until the end of this turn and turn this card over. '
'A. K. Yearling, Adventure Writer'	'Canterlot Nights'	191	'UR'	'Friend'	'[Pegasus] Pegasus'	'Blue'	3	3	3								'Main Phase: Exhaust this card to draw 2 cards, then discard 2 cards. '
'Bulk Biceps, All Muscle'	'Canterlot Nights'	192	'UR'	'Friend'	'[Pegasus] Pegasus'	'Blue'	3	4	4								'Main Phase: Exhaust this card to move it. '
'Granny Smith, Jar Judger'	'Canterlot Nights'	193	'UR'	'Friend'	'[Earth Pony] Earth Pony, Elder'	'Orange'	2	2	2								'When you confront this card’s Problem you may pay [1 Action] to choose an opponent.  That opponent chooses and discards a card. '
'DJ Pon-3, Everypony''s Shufflin'''	'Canterlot Nights'	194	'UR'	'Friend'	'[Unicorn] Unicorn'	'Pink'	4	4	3								'Reaction: After the start of any phase, you may put this card into your hand to have all  players shuffle their hands into their decks then draw 4 cards. '
'Pinkie Pie, Clonie Pie'	'Canterlot Nights'	195	'UR'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	3	3	2								'Supportive 2 (+2 power while at a Problem with your Mane Character that shares a  color with this card.)<P>Faceoff Reaction: After you flip a card, you may pay [1 action]  to ignore that card''s power and flip a new card. '
'Princess Luna, Mare in the Moon'	'Canterlot Nights'	196	'UR'	'Friend'	'[Alicorn] Alicorn, Royalty'	'Purple'	3	3	2								'Reaction: After the start of any phase, you may banish this card and put it into play at the  start of your next turn.  This card has received errata '
'Twilight Sparkle, Noted Speaker'	'Canterlot Nights'	197	'UR'	'Friend'	'[Unicorn] Unicorn'	'Purple'	3	3	0								'Play with the top card of your deck revealed.<P>This card''s power is equal to the printed  power of the top card of your deck. '
'Fancy Pants, Trendsetter'	'Canterlot Nights'	198	'UR'	'Friend'	'[Unicorn] Unicorn'	'White'	3	2	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>When you win a faceoff involving this card, you may spend any  number of cards from beneath this card to score a point for each card spent. '
'Sweetie Belle, Doting Sister'	'Canterlot Nights'	199	'UR'	'Friend'	'[Unicorn] Unicorn,Foal'	'White'	2	1	1								'When you win a faceoff involving this card and Rarity, you may exhaust this card to  score a point. '
'Princess Celestia, Protector of Equestria'	'Canterlot Nights'	200	'UR'	'Friend'	'[Alicorn] Alicorn,Royalty'	'Yellow'	3	2	3								'When this card enters play at a Problem with an opponent''s Troublemaker, this card gets  +2 power until the end of the turn. Challenge that Troublemaker with this card. '
'The Element of Kindness, Sharing Kindness'	'Canterlot Nights'	201	'UR'	'Resource'	'Artifact, Unique'	'Yellow'	2	3	7								'Play to your home. You must control Fluttershy to play this card.<P>At the start of your  turn, put a Harmony counter on this card.<P>Reaction: After you play a Friend with 2 or  less power, you may remove 1 Harmony token from this card to give that Friend +2  power until the end of turn.  This card has received errata '
'The Element of Magic, Complete Magic'	'Canterlot Nights'	202	'UR'	'Resource'	'Artifact, Unique'	'Purple'	2	3	7								'Play to your home. You must control Twilight Sparkle to play this card.<P>At the start of  your turn, put a Harmony counter on this card.<P>Main Phase: Remove 2 Harmony  tokens from this card to look at the top 3 cards of your deck. You may put any number of  them on top of your deck in any order and the rest on the bottom of your deck in any  order.  This card has received errata '
'Queen Chrysalis'	'Canterlot Nights'	203	'UR'	'Troublemaker'	'Epic; ,'				6		3						'Villain<P>At the start of a faceoff involving this card, exhaust a random character  involved in the faceoff. '
'Fluttershy, Rainbow Chaser'	'Canterlot Nights'	'Pf11'	'P'	'Friend'	'[Pegasus] Pegasus'	'Blue'	3	1	2								'While at a Problem with a [yellow] Friend, this card has +1 power. <P> While at a  Problem with Pinkie Pie, this card has +1 power and is also [pink]. '
'Rainbow Dash, Dressing in Style'	'Canterlot Nights'	'Pf13'	'P'	'Friend'	'[Pegasus] Pegasus'	'White'	3	1	2								'While at a Problem with a [blue] Friend, this card has +1 power. <P> While at a Problem  with Applejack, this card has +1 power and is also [orange]. '
'Applejack, Reunion Organizer'	'Canterlot Nights'	'Pf3'	'P'	'Friend'	'[Earth Pony] Earth Pony'	'Purple'	3	1	2								'While at a Problem with a [orange] Friend, this card has +1 power. <P> While at a  Problem with Rainbow Dash, this card has +1 power and is also [blue]. '
'Apple Strudel, Well Aged'	'Rock and Rave'	1	'F'	'Friend'	'[Earth Pony] Earth Pony, Elder'	'Orange'	3	2	2								'Reaction: After an opponent moves a character to this card''s Problem, you may pay [1  action] to exhaust that character. '
'Berry Punch, All-Night Partier'	'Rock and Rave'	2	'F'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	2	1	2								'When this card enters play, you may draw a card. <P> When you confront this card''s  Problem, you may exhaust this card to draw a card. '
'Twinkleshine, Overachiever'	'Rock and Rave'	3	'F'	'Friend'	'[Unicorn] Unicorn'	'Purple'	3	1	3								'While you have at least 3 cards in your hand, this card has +1 power. '
'Octavia, Sweet Symphony'	'Rock and Rave'	4	'F'	'Friend'	'[Earth Pony] Earth Pony'	'White'	3	3	2								'When you confront this card''s Problem, if your opponent controls more characters here  than you, you may exhaust this card to score a point. '
'It''s Elementary!'	'Rock and Rave'	5	'F'	'Event'			1	0	4								'Main Phase: Choose a [pink] or [purple] character. That character gets +1 [pink] and +1  [purple] until the end of the phase. '
'Rock Solid Fashion'	'Rock and Rave'	6	'F'	'Event'			1	0	4								'Main Phase: Choose a [white] or [orange] character. That character gets +1 [white] and  +1 [orange] until the end of the phase. '
'Secret Mission'	'Rock and Rave'	7	'F'	'Problem'							2	2	'Pink'	2	'Purple'	6	'Players need +1 [wild] to confront this Problem for each of their opponent''s Friends here. '
'Timber!'	'Rock and Rave'	8	'F'	'Problem'							2	4	'Orange'	3	'White'	8	'At the start of a Problem faceoff here, each player chooses a character involved in the  faceoff. Those characters have +2 power until the end of the faceoff. '
'Trade Dispute'	'Rock and Rave'	9	'F'	'Problem'							2	2	'White'	2	'Orange'	6	'The player with the most Friends here can''t move Friends to this Problem. '
'Which Pinkie is Which'	'Rock and Rave'	10	'F'	'Problem'							2	4	'Pink'	3	'Purple'	9	'When an opponent''s character is moved from this Problem, you may draw a card. '
'Diamond Dog'	'Rock and Rave'	11	'F'	'Troublemaker'					4		1						'When this card is defeated, gain [2 actions] '
'Quarray Eels'	'Rock and Rave'	12	'F'	'Troublemaker'					4		1						'Opponents must pay +[1 action] to move a character to this card''s Problem. '
'Maud Pie, Rockin'''	'Rock and Rave'	'f1'	'F'	'Mane'	'[Earth Pony] Earth Pony'	'Orange'			1	3							'Front: Home Limit 3 <P> At the end of your Main Phase, if you have a Friend and a  Resource, turn this card over. Back: Home Limit 4 <P> This card has +1 power for each  card type in your discard pile. '
'DJ Pon-3, Party Starter'	'Rock and Rave'	'f2'	'F'	'Mane'	'[Unicorn] Unicorn'	'Pink'			1	3							'Front: Home Limit 3 <P> When you draw your third card during a turn, shuffle your  deck and turn this card over. Back: Home Limit 4 <P> Main Phase: Exhaust this card to  draw a card. <P> At the start of your Score Phase, if this card is with at least 3 of your  Friends, you may ready this card.  This card has received errata '
'Applejack, Summer Sun Caterer'	'Celestial Solstice'	1	'F'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	2	1	2								'Problem Faceoff: Discard a card to give another character +1 power until the end of the  faceoff. '
'Princess Luna, The Setting Moon'	'Celestial Solstice'	2	'F'	'Friend'	'[Alicorn] Alicorn, Royalty'	'Purple'	4	5	2								'If you would draw a card during a Main Phase, you may exhaust one of your Friends to  gain [1 action] instead. '
'Rarity, Mare of Action'	'Celestial Solstice'	3	'F'	'Friend'	'[Unicorn] Unicorn'	'White'	3	3	3								'This card has +2 power for each opponent''s Troublemaker in play. '
'Princess Celestia, The Rising Sun'	'Celestial Solstice'	4	'F'	'Friend'	'[Alicorn] Alicorn, Royalty'	'Yellow'	4	3	2								'When you play a Friend, you may draw a card. '
'Ten. Seconds. Flat.'	'Celestial Solstice'	5	'F'	'Event'	'Gotcha'	'Blue'	2	1	4								'Reaction: After the start of an opponent''s Score Phase, you may move one of your  character to a Problem. '
'Surprise Party!'	'Celestial Solstice'	6	'F'	'Event'		'Pink'	2	4	4								'Main Phase: All players shuffle their hands into their decks and draw six cards. '
'Tree of Harmony, Seeds of Friendship'	'Celestial Solstice'	7	'F'	'Resource'	'Artifact, Unique'		3	0	7								'Play to your home. <P> Main Phase: Exhaust this card and one of your Friends to put a  Harmony counter on this card. <P> Main Phase: Retire this card to gain a number of  action tokens equal to the number of Harmony counters on it. '
'Nightmare Moon, New Moon'	'Celestial Solstice'	8	'F'	'Troublemaker'					4		1						'When this card is defeated, you may search your deck for an [Alicorn] Friend, reveal it,  put it into play, and shuffle your deck. '
'Twilight Sparkle, Friendship is Magic'	'Celestial Solstice'	'f1'	'F'	'Mane'	'[Unicorn] Unicorn'	'Purple'			1	3							'Front: Home Limit 3 <P> When you play a Friend that is a different color from one of  your other Friends, turn this card over. Back: Home Limit 4 <P> When this side of the  card is turned face up, choose a color for each of your opponents. This card gains each of  those colors. '
'Princess Celestia, Solar Sister'	'Celestial Solstice'	'f2'	'F'	'Mane'	'[Alicorn] Alicorn, Royalty'	'Yellow'			1	3							'Fornt: Home Limit 3 <P> When one of your [Alicorn] Friends enters play, if you have at  least 1 other [Alicorn] Friend, turn this card over. Back: Home Limit 4 <P> While you  have Princess Luna, Princess Twilight Sparkle, or Princess Cadance, each of your  [Alicorn] Friends has +1 power. '
'Cutie Mark Crusaders, Ponyville Flag Carriers'	'Crystal Games'	1	'F'	'Mane'	'[Earth Pony] [Pegasus] [Unicorn] Earth Pony, Pegasus, Unicorn, Foal'	'Pink'			1	3							'FRONT: Home Limit 3 <P> When you confront a Problem, put a Crusade counter on this  card. Then, if there are at least 5 Crusade counters on this card, remove them and turn it  over. BACK: Home Limit 4 <P> When a Problem enters play, you may exhaust this card  and pay [2 actions] to replace it. '
'Spike, Crystal Hero'	'Crystal Games'	2	'F'	'Mane'	'[Dragon] Dragon'	'Purple'			1	3							'FRONT: Home Limit 3 <P> When a Troublemaker is uncovered, put a Hero counter on  this card. Then, if there are at least 5 Hero counters on this card, remove them and turn it  over. BACK: Home Limit 4 <P> Main Phase: Exhaust this card to turn an opponent''s  Troublemaker here face-down. '
'Princess Cadance, Loving Ruler'	'Crystal Games'	3	'F'	'Mane'	'[Alicorn] Royalty, Alicorn'	'White'			1	3							'FRONT: Home Limit 3 <P> When an opponent''s Friend enters play here, put a Shield  counter on this card. Then, if there are at least 5 Shield counters on this card, remove  them and turn it over. BACK: Home Limit 4 <P> Opponents pay +[2 actions] to play  Friends here. '
'Bubbly Mare, Helping Hoof'	'Crystal Games'	4	'F'	'Mane'	'[Pegasus] Pegasus'	'Yellow'			1	3							'FRONT: Home Limit 3 <P> When you confront a Problem, put a Postage counter on this  card. Then, if there are at least 5 Postage counters on this card, remove them and turn it  over. BACK: Home Limit 4 <P> Opponents can''t play more than one card of each type  per turn. '
'Bolt, Pivot'	'Crystal Games'	5	'U'	'Friend'	'[Earth Pony] Earth Pony'	'Blue'	4	3	4								'Teamwork <P> Main Phase: Pay [2 actions] to ready this card. '
'Bulk Biceps, Pumped Up'	'Crystal Games'	6	'R'	'Friend'	'[Pegasus] Pegasus'	'Blue'	2	4	2								'Pumped <P> This card has +1 power for each card beneath it.<P>At the start of the Score  Phase, if this card has at least 4 power, you may move it. '
'Comet Tail, Blaze of Glory'	'Crystal Games'	7	'C'	'Friend'	'[Unicorn] Unicorn'	'Blue'	3	2	3								'Main Phase: Pay [1 action] to give this card +2 power until the end of the turn. You may  move this card. At the end of the turn, retire this card. '
'Crystal Guard, On Duty'	'Crystal Games'	8	'R'	'Friend'	'[Crystal] Crystal'	'Blue'	3	2	3								'When you move this card to a Problem, you may exhaust this card and pay [1 action] to  frighten an opponent''s Friend there. '
'Daring Do, Professional Heroine'	'Crystal Games'	9	'R'	'Friend'	'[Pegasus] Pegasus'	'Blue'	3	3	3								'When this card enters play at a Problem, challenge an opponent''s Troublemaker there  with your characters there. '
'Dr. Hooves, Experienced Equine'	'Crystal Games'	10	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Blue'	1	1	0								'When this card becomes unfrightened, you may move it to a Problem. <p> This card has  +1 power for each Dr. Hooves Friend in your discard pile. '
'Periwinkle Pace, Agile Athlete'	'Crystal Games'	11	'C'	'Friend'	'[Crystal] Crystal'	'Blue'	3	0	2								'While with another of your Crystal characters, this card has Swift. '
'Rainbow Dash, Breeziefied'	'Crystal Games'	12	'U'	'Friend'	'[Breezie] Breezie'	'Blue'	0	2	0								'Troublemaker Phase: Retire this card to move one of your Friends to this card''s Problem. '
'Rainbow Dash, Crystallized'	'Crystal Games'	13	'U'	'Friend'	'[Crystal] Crystal'	'Blue'	3	3	2								'Prismatic <P> Main Phase: Exhaust this card and pay [2 actions] to move a Friend you  control for each color this card has. '
'Rainbow Dash, Relay Racer'	'Crystal Games'	14	'R'	'Friend'	'[Pegasus] Pegasus'	'Blue'	4	3	4								'When you lose a faceoff involving this card, you may move this card to a Problem. '
'Randolph, High-Flying Earth Pony'	'Crystal Games'	15	'C'	'Friend'	'[Earth Pony] Earth Pony, Elder'	'Blue'	2	0	1								'While with at least one of your [Pegasus] characters, this card has Swift. '
'Scootaloo, Showstopper'	'Crystal Games'	16	'C'	'Friend'	'[Pegasus] Pegasus, Foal, Performer'	'Blue'	2	1	2								'Main Phase: Exhaust this card to do a little dance and have all players draw a card, then  discard a card. '
'Soarin, Team Player'	'Crystal Games'	17	'C'	'Friend'	'[Pegasus] Pegasus'	'Blue'	2	4	2								'Teamwork, Supportive 1 '
'Tank, Loyal Pet'	'Crystal Games'	18	'C'	'Friend'	'[Critter] Critter'	'Blue'	2	1	1								'While with your Rainbow Dash, this card has +1 power. '
'Apple Bloom, Showstopper'	'Crystal Games'	19	'C'	'Friend'	'[Earth Pony] Earth Pony, Foal, Performer'	'Orange'	2	1	2								'Main Phase: Exhaust this card to tell a joke and have all players shuffle a card from their  hands into their decks. '
'Applejack, Breeziefied'	'Crystal Games'	20	'U'	'Friend'	'[Breezie] Breezie'	'Orange'	0	2	0								'If another of your Friends here would be dismissed, you may retire this card instead. '
'Applejack, Crystallized'	'Crystal Games'	21	'U'	'Friend'	'[Crystal] Crystal'	'Orange'	3	3	1								'Prismatic <P> This card has +2 power for each color it has. '
'Braeburn, Appleloosan Apple'	'Crystal Games'	22	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	5	2								'Teamwork, Supportive 2 '
'Cranky Doodle Donkey, Crankiest of Creatures'	'Crystal Games'	23	'R'	'Friend'	'[Donkey] Donkey'	'Orange'	2	1	0								'Players can''t score points during faceoffs involving this card. '
'Elbow Grease, Street Sweeper'	'Crystal Games'	24	'C'	'Friend'	'[Crystal] Crystal'	'Orange'	3	0	2								'While with another of your Crystal characters, this card has Stubborn. '
'Maud Pie, Like a Rock'	'Crystal Games'	25	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	4	4	4								'This card can''t be dismissed, moved, or put into its owner''s hand from play by opponents. '
'Royal Peacekeeper, Watchful Eye'	'Crystal Games'	26	'U'	'Friend'	'[Unicorn] Unicorn'	'Orange'	2	4	1								'At the end of your turn, draw a card from the bottom of your deck. '
'Sheriff Silverstar, Confident Constable'	'Crystal Games'	27	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	0	3								'While an opponent''s Mane Character is at home, this card can''t be frightened. '
'Silverspeed, Eye in the Sky'	'Crystal Games'	28	'R'	'Friend'	'[Pegasus] Pegasus'	'Orange'	4	3	3								'Stubborn <P> Main Phase: Exhaust one of your [earth pony] characters here to exhaust  an opponent''s Friend here. '
'Spike, Statuesque'	'Crystal Games'	29	'R'	'Friend'	'[Dragon] Dragon'	'Orange'	3	3	3								'When this card enters play, it gets +3 power until the end of turn. '
'Tall Tale, Too Tall'	'Crystal Games'	30	'U'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	8	4	6								'You may pay [1 action] less to play this card to a Problem for each of your [earth pony]  Friends there. '
'Thunderlane, Nerves of Steel'	'Crystal Games'	31	'C'	'Friend'	'[Pegasus] Pegasus'	'Orange'	3	4	1								'Teamwork <P> This card can''t be frightened. '
'Winona, Dependable Pet'	'Crystal Games'	32	'C'	'Friend'	'[Critter] Critter'	'Orange'	3	2	3								'While with your Applejack, this card has +1 power. '
'Berry Punch, Very Convincing'	'Crystal Games'	33	'F'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	3	4	3								'At the start of a faceoff involving this card, you may exhaust this card and pay [1 action]  to gain control of an opponent''s Friend here until the end of the faceoff. '
'Bon Bon, Side by Side'	'Crystal Games'	34	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	3	0	2								'When you confront this card''s Problem, if you have a [unicorn] character here, you may  draw a card. '
'Cheese Sandwich, Heavy Artillery'	'Crystal Games'	35	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	3	3	3								'When this card enters play, dismiss a Friend at home with at least 3 power. '
'Giselle, Thrillseeker'	'Crystal Games'	36	'C'	'Friend'	'[Griffon] Griffon'	'Pink'	2	0	2								'Pumped <P> Main Phase: Spend a card from beneath this card to uncover a  Troublemaker. '
'Gummy, Fun Pet'	'Crystal Games'	37	'C'	'Friend'	'[Critter] Critter'	'Pink'	2	3	2								'While with your Pinkie Pie, this card has +1 power. '
'Jewel Joy, Fair Feaster'	'Crystal Games'	38	'C'	'Friend'	'[Crystal] Crystal'	'Pink'	3	0	2								'While with another of your Crystal characters, this card has Random. '
'Lyra, Very Excitable'	'Crystal Games'	39	'R'	'Friend'	'[Unicorn] Unicorn'	'Pink'	3	3	1								'When you play an [earth] Friend here, you may exhaust this card and pay [1 action] to  dismiss an opponent''s Friend here. '
'Mercury, Crystal Messenger'	'Crystal Games'	40	'U'	'Friend'	'[Crystal] Crystal'	'Pink'	3	1	1								'During a faceoff involving this card, if you would put any number of flipped cards on the  bottom of your deck, you may banish them to beneath this card instead. <p> Main Phase:  Pay [1 action] to put a card from beneath this card to beneath a Friend with Pumped. '
'Mr. Cake, Loving Father'	'Crystal Games'	41	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	2	3	1								'Teamwork, Supportive 1 '
'Pinkie Pie, Breeziefied'	'Crystal Games'	42	'U'	'Friend'	'[Breezie] Breezie'	'Pink'	0	2	0								'Reaction: After the start of the Score Phase, you may retire this card. If you do, your  opponent needs +[2 wild] to confront this card''s Problem this turn. '
'Pinkie Pie, Crystallized'	'Crystal Games'	43	'U'	'Friend'	'[Crystal] Crystal'	'Pink'	3	3	3								'Prismatic <P> During faceoffs involving this card, you may flip a number of additional  cards equal to the number of colors this card has, then choose one of the cards flipped this  way and ignore the rest. '
'Press Pass, On the Scene'	'Crystal Games'	44	'U'	'Friend'	'[Unicorn] Unicorn'	'Pink'	3	4	0								'Teamwork <P> While this card is ready, your opponent needs +[1 wild] to confront this  card''s Problem. '
'Surprise, Outta Nowhere'	'Crystal Games'	45	'R'	'Friend'	'[Pegasus] Pegasus'	'Pink'	3	3	1								'When this card enters play, you may dismiss an opponent''s exhausted Friend. '
'Twist, Such a Treat'	'Crystal Games'	46	'C'	'Friend'	'[Earth Pony] Earth Pony, Foal'	'Pink'	2	1	1								'When you draw a card, this card gets +1 power until the end of the turn. '
'Cheerilee, Homeroom Teacher'	'Crystal Games'	47	'F'	'Friend'	'[Earth Pony] Earth Pony'	'Purple'	4	4	2								'When an opponent plays a Friend, gain [1 action]. '
'Haymaker, Tough Trainer'	'Crystal Games'	48	'R'	'Friend'	'[Pegasus] Pegasus'	'Purple'	1	3	1								'When you lose a Problem faceoff involving this card, gain [1 action]. '
'Mayor Mare, Town Leadership'	'Crystal Games'	49	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Purple'	2	2	2								'When you play an Event, you may exhaust this card to banish a Resource. '
'Ms. Harshwhinny, Officious Official'	'Crystal Games'	50	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Purple'	4	4	2								'Teamwork <P> When you confront this card''s Problem, you may exhaust this card and  pay [1 action] to move an opposing character at this card''s Problem home. '
'Night Light, Devoted Dad'	'Crystal Games'	51	'C'	'Friend'	'[Unicorn] Unicorn'	'Purple'	3	4	3								'Teamwork, Supportive 1 '
'Owlowiscious, Wise Pet'	'Crystal Games'	52	'C'	'Friend'	'[Critter] Critter'	'Purple'	2	1	1								'While with your Twilight Sparkle, this card has +1 power. '
'Princess Luna, Good Night''s Sleep'	'Crystal Games'	53	'R'	'Friend'	'[Alicorn] Alicorn, Royalty'	'Purple'	3	3	3								'When this card enters play, banish one of your Friends. At the end of the turn, put that  Friend into play. '
'Raven, Event Organizer'	'Crystal Games'	54	'C'	'Friend'	'[Unicorn] Unicorn'	'Purple'	2	2	2								'Teamwork <P> When you play an Event, this card gets +1 power until the end of the  turn. '
'Rook Ramparts, Chess Champ'	'Crystal Games'	55	'C'	'Friend'	'[Crystal] Crystal'	'Purple'	3	0	2								'While with another of your Crystal characters, this card has Studious. '
'Shining Armor, Crystal Prince'	'Crystal Games'	56	'U'	'Friend'	'[Crystal] Crystal, Royalty'	'Purple'	3	3	0								'This card has +1 power for each card in your hand. '
'Silver Spanner, Dumpster Diver'	'Crystal Games'	57	'C'	'Friend'	'[Unicorn] Unicorn'	'Purple'	1	0	1								'Main Phase: Exhaust one of your [Earth Pony] characters here to banish a card from a  discard pile. '
'Tight Ship, Meticulous Planner'	'Crystal Games'	58	'R'	'Friend'	'[Pegasus] Pegasus'	'Purple'	3	4	3								'When this card enters play at a Problem, players can''t confront that Problem that turn. '
'Top Marks, Long-winded Lecturer'	'Crystal Games'	59	'U'	'Friend'	'[Unicorn] Unicorn'	'Purple'	2	1	1								'This card’s Problem has 0 bonus points. '
'Twilight Sparkle, Breeziefied'	'Crystal Games'	60	'U'	'Friend'	'[Breezie] Breezie'	'Purple'	0	2	0								'At the start of a faceoff involving this card, you may retire this card to put a card from  your hand on top of your deck. '
'Twilight Sparkle, Crystallized'	'Crystal Games'	61	'U'	'Friend'	'[Crystal] Crystal'	'Purple'	3	3	3								'Prismatic <P> At the start of a Problem faceoff involving this card, you may choose an  opposing character involved in the faceoff with power less than or equal to the number of  colors this card has. If you do, that character ceases to be involved in the faceoff. '
'Coco Pommel, Refurbisher'	'Crystal Games'	62	'R'	'Friend'	'[Earth Pony] Earth Pony'	'White'	3	3	3								'When this card enters play, you may banish an Event in your discard pile. While that card  remains banished, you may play that card as though it were in your hand. '
'Fancy Pants, All Class'	'Crystal Games'	63	'C'	'Friend'	'[Unicorn] Unicorn'	'White'	4	4	4								'Teamwork, Supportive 1 '
'Glamour Gleam, Deep Clean'	'Crystal Games'	64	'U'	'Friend'	'[Crystal] Crystal'	'White'	3	2	2								'When you play this card, reveal the top card of an opponent''s deck. If the printed power  of that card is 3 or less, you may banish it. '
'Helia, Marathon Mare'	'Crystal Games'	65	'U'	'Friend'	'[Pegasus] Pegasus'	'White'	4	4	2								'Teamwork <P> When you win a Problem faceoff involving this card, you may exhaust  this card and pay [2 actions] to banish a Friend at that Problem. '
'Lilac Luster, Beautiful Beautician'	'Crystal Games'	66	'C'	'Friend'	'[Crystal] Crystal'	'White'	3	0	2								'While with another of your Crystal characters, this card has Inspired. '
'Matilda, Full of Hope'	'Crystal Games'	67	'U'	'Friend'	'[Donkey] Donkey'	'White'	2	2	2								'When this card enters play, the player with the fewest points scores a point. '
'Opalescence, Stylish Pet'	'Crystal Games'	68	'C'	'Friend'	'[Critter] Critter'	'White'	3	1	2								'While with your Rarity, this card has +1 power. '
'Prim Hemline, Precise Pony'	'Crystal Games'	69	'C'	'Friend'	'[Earth Pony Earth Pony'	'White'	2	2	2								'While an opponent''s Mane Character is at home, that opponent can''t move Friends to this  card''s Problem. '
'Rarity, Breeziefied'	'Crystal Games'	70	'U'	'Friend'	'[Breezie] Breezie'	'White'	0	2	0								'When you win a faceoff involving this card, you may retire it to score a point. '
'Rarity, Crystallized'	'Crystal Games'	71	'U'	'Friend'	'[Crystal] Crystal'	'White'	3	3	3								'Prismatic <P> Main Phase: Exhaust this card to choose an opponent. Look at a number of  cards from the top of that player''s deck equal to the number of colors this card has, then  put any number of them back on top of the deck in any order, and the rest on the bottom. '
